Input Raw,Input Raw,Input Raw,Input Raw,Input Raw,Input Calculated,Input Calculated,Input Calculated,Input Calculated,Input Calculated,y
Input 1,Input 2,Input 3,Input 4,Input 5,Input 1,Input 2,Input 3,Input 4,Input 5,
190.39392085277484,589276.3923439714,10183.667410878454,0.286821279395009,1908.4972639879184,5624.264940015107,0.4637385305173527,0.28721077848047344,29.66510334238904,0.3172639638410225,3744.8931933965664
190.3939208527748,591130.4020633299,10306.572617345742,0.3065355469879257,2238.1233672303933,5475.898804273312,0.426594405356465,0.2873989437549166,29.722737466935147,0.2946716863368552,3906.912258697305
190.39392085277484,591645.9796536299,10291.105024623363,0.3607590938726119,2184.7741057476,5049.426582464156,0.3425445097631547,0.2874460139663195,29.738299329606928,0.24247570855972958,3658.3827936580215
190.39392085277484,590962.3511135578,10336.957572219351,0.4564610428571009,2998.877316713333,4291.402047765678,0.23938580518641542,0.2873518851044155,29.715816218461573,0.176314089762249,4117.79117604691
190.39392085277484,591167.124112447,10260.169839178601,0.583378472114757,2961.5312814710746,3289.82591172788,0.1511309557787657,0.2873989437549167,29.723428067029648,0.11715258800512396,4183.575561223156
195.15376887409423,591718.0666079123,10265.325703419396,0.618159151340817,3715.728720029432,3091.7520593831787,0.13269138570991001,0.30199796842336446,31.2459796211268,0.10436774472873982,3973.414562561932
195.15376887409423,591519.164563053,10321.428842766842,0.6062035593420516,3382.330760359764,3188.0957189385977,0.13881727510074088,0.3019485152825094,31.23797499723639,0.10863504723087677,3665.6282875223833
190.39392085277484,589588.3608298997,10183.667410878454,0.6817563521507483,4836.707375943661,2510.333912632825,0.10293561463305165,0.28721077848047344,29.673018992498964,0.08324713725435187,3960.453150743044
295.11057732180103,590521.0739208593,10199.073866870705,0.30186471174411506,3322.0,8541.113214380788,0.4349188981220606,0.6902498733215007,71.35905144437801,0.2997440745417792,3874.596580255482
295.1105773218009,592297.5587969025,10183.667410878454,0.3828053855006606,4512.0,7560.323978530511,0.3148075430318694,0.690702162521143,71.49282951787733,0.22497022892164992,3774.1388518128356
299.8704253431204,591190.9571347329,10204.209352201457,0.47526597607110055,5503.0,6526.3729627485,0.22369123705537722,0.7129290048520405,73.73439194824451,0.1660077639166475,4140.215641170659
299.8704253431204,582291.9593917001,10224.078789493049,0.611807924776505,9227.0,4798.350811870147,0.13485774775249387,0.7108321559731164,73.05721509480563,0.10569670412391799,4347.730764785626
290.35072930048165,590592.9021744265,10290.371383861828,0.5686201188581159,6493.0,5192.706867447921,0.15949543992001697,0.6681633138994025,69.07972069529814,0.1228857840997564,4352.1841144374175
299.8704253431204,587429.714202881,10290.371383861828,0.7090443936990654,10719.0,3609.205393119391,0.09149621677506982,0.7119959281358338,73.44550431883881,0.07494093005504006,4671.977865829824
299.8704253431204,587774.2311192884,10209.344837532208,0.8069048087749247,12621.0,2395.8550857394916,0.056331628491119244,0.7121124625156272,73.47363546422767,0.04869706898697611,5667.393564936888
380.78784170554974,593816.3751736282,10270.481567660188,0.17196139629165003,3492.0,13101.063445232448,0.8438304856290895,1.150537641986862,119.21663405722602,0.5406005094495969,3657.2567365086034
380.78784170554974,590519.2535808858,10270.481567660188,0.2570687997858304,5937.0,11727.941280462675,0.5314997495271345,1.1492193520441218,118.80799408012989,0.35823514735724166,3929.687502247991
380.78784170554974,589680.1594851745,10260.169839178601,0.33557997174507104,6455.0,10482.51117932738,0.37790272859763113,1.1490312098839093,118.71143267313768,0.2645074347308825,3825.8993685885825
380.7878417055497,587347.4473754566,10188.802896209205,0.4032057668472731,9082.0,9400.221394629214,0.29027184315192983,1.1480911917534227,118.42241662572825,0.2091242083868783,4356.867193718973
380.7878417055497,587369.7033979826,10301.416753104948,0.4761172168263545,10850.0,8252.17504061893,0.2222890986168122,1.1480911917534227,118.42515909154947,0.16496712761846735,4732.297511132994
380.7878417055497,585620.4415981967,10204.209352201457,0.5938923221284829,16946.0,6389.015846775135,0.14465733797634706,1.1473400075473048,118.20573900994196,0.11256653135731713,5293.286937589701
