ANN,fit_time,score_time,test_R2,train_R2,test_RMSE,train_RMSE,test_MAE,train_MAE,test_MAPE,train_MAPE,test_Bias%,train_Bias%,test_WAPE%,train_WAPE%,test_Pearson-R,train_Pearson-R
"(('regressor activation', 'logistic'), ('regressor alpha', 0.0001), ('regressor hidden_layer_sizes', (20, 20)), ('regressor learning_rate_init', 0.001), ('regressor solver', 'lbfgs'), ('regressor tol', 1e-05))",3.8384588718414308,0.013007068634033203,0.37419908336371954,0.9999851977393032,-886.701515639122,-4.658721116812926,-601.0250157301386,-2.870976129385693,-0.11991876197088518,-0.0006104310853421365,-0.0010311068237937044,1.3956246064317328e-06,-0.11994259574137893,-0.0005736538444384087,0.5965969796420509,0.999985218387015
"(('regressor activation', 'tanh'), ('regressor alpha', 0.0001), ('regressor hidden_layer_sizes', (20, 20)), ('regressor learning_rate_init', 0.001), ('regressor solver', 'lbfgs'), ('regressor tol', 1e-05))",1.2591798782348633,0.011202192306518555,0.3818755632515337,0.9999972429048635,-883.4419362095792,-1.850584844398782,-608.0802531979191,-1.056773772080144,-0.1223786795204815,-0.0002335130021146257,0.003029781271652239,9.293594851368586e-06,-0.1214094949115904,-0.00021087356397279174,0.5862355682838626,0.9999972504601994
"(('regressor activation', 'tanh'), ('regressor alpha', 0.0001), ('regressor hidden_layer_sizes', (20, 20)), ('regressor learning_rate_init', 0.01), ('regressor solver', 'lbfgs'), ('regressor tol', 1e-05))",1.2559811115264892,0.012804079055786132,0.3818755632515337,0.9999972429048635,-883.4419362095792,-1.850584844398782,-608.0802531979191,-1.056773772080144,-0.1223786795204815,-0.0002335130021146257,0.003029781271652239,9.293594851368586e-06,-0.1214094949115904,-0.00021087356397279174,0.5862355682838626,0.9999972504601994
"(('regressor activation', 'tanh'), ('regressor alpha', 0.0001), ('regressor hidden_layer_sizes', (20, 20)), ('regressor learning_rate_init', 0.1), ('regressor solver', 'lbfgs'), ('regressor tol', 1e-05))",1.2067230701446534,0.010799837112426759,0.3818755632515337,0.9999972429048635,-883.4419362095792,-1.850584844398782,-608.0802531979191,-1.056773772080144,-0.1223786795204815,-0.0002335130021146257,0.003029781271652239,9.293594851368586e-06,-0.1214094949115904,-0.00021087356397279174,0.5862355682838626,0.9999972504601994
"(('regressor activation', 'tanh'), ('regressor alpha', 0.0001), ('regressor hidden_layer_sizes', (10, 10)), ('regressor learning_rate_init', 0.1), ('regressor solver', 'lbfgs'), ('regressor tol', 1e-05))",1.881302547454834,0.013401985168457031,0.43016723850649996,0.9999911682122995,-859.5301175986185,-3.4836462518826488,-622.2355451686728,-1.5868498059820886,-0.12571823293811307,-0.00033608103670831077,-0.022684879849431835,4.586442143998012e-06,-0.1238369021276001,-0.00031682634323549567,0.6384061911001744,0.9999911753721541
"(('regressor activation', 'tanh'), ('regressor alpha', 0.0001), ('regressor hidden_layer_sizes', (10, 10)), ('regressor learning_rate_init', 0.01), ('regressor solver', 'lbfgs'), ('regressor tol', 1e-05))",1.8952149391174316,0.011400747299194335,0.43016723850649996,0.9999911682122995,-859.5301175986185,-3.4836462518826488,-622.2355451686728,-1.5868498059820886,-0.12571823293811307,-0.00033608103670831077,-0.022684879849431835,4.586442143998012e-06,-0.1238369021276001,-0.00031682634323549567,0.6384061911001744,0.9999911753721541
"(('regressor activation', 'tanh'), ('regressor alpha', 0.0001), ('regressor hidden_layer_sizes', (10, 10)), ('regressor learning_rate_init', 0.001), ('regressor solver', 'lbfgs'), ('regressor tol', 1e-05))",1.8520234107971192,0.012199640274047852,0.43016723850649996,0.9999911682122995,-859.5301175986185,-3.4836462518826488,-622.2355451686728,-1.5868498059820886,-0.12571823293811307,-0.00033608103670831077,-0.022684879849431835,4.586442143998012e-06,-0.1238369021276001,-0.00031682634323549567,0.6384061911001744,0.9999911753721541
"(('regressor activation', 'logistic'), ('regressor alpha', 0.01), ('regressor hidden_layer_sizes', (10, 10)), ('regressor learning_rate_init', 0.001), ('regressor solver', 'sgd'), ('regressor tol', 1e-05))",3.329027700424194,0.012804174423217773,0.44590018699922507,0.5358868151340047,-867.9368583483581,-833.0288985374998,-675.5322685421803,-640.7902262592031,-0.13612851184057537,-0.1289161836192883,0.0005600593508379829,0.0007878963504694121,-0.13531181875960357,-0.12809460456960434,0.501291476273747,0.5510258660673527
"(('regressor activation', 'logistic'), ('regressor alpha', 0.0001), ('regressor hidden_layer_sizes', (10, 10)), ('regressor learning_rate_init', 0.001), ('regressor solver', 'sgd'), ('regressor tol', 1e-05))",3.232686471939087,0.012199974060058594,0.44653830403033956,0.5366137478367079,-867.3390700257884,-832.3806672884466,-675.0940996665475,-640.345902459734,-0.13601832552888213,-0.12880078109918355,0.0005665048846378263,0.0007902389467438639,-0.13522394572161145,-0.12800564947356768,0.50164939191924,0.5514196705061386
"(('regressor activation', 'logistic'), ('regressor alpha', 0.0001), ('regressor hidden_layer_sizes', (10, 10)), ('regressor learning_rate_init', 0.1), ('regressor solver', 'lbfgs'), ('regressor tol', 1e-05))",3.6174571037292482,0.013507270812988281,0.4559878617783327,0.9998949046119332,-832.6883638989791,-12.220245764207311,-598.7141713071529,-6.634107798869674,-0.11953781338160938,-0.0014411566855972845,0.010285227152447443,8.050049622090773e-06,-0.11986270122872225,-0.001327331586050686,0.5908711653766742,0.9998949451765518
"(('regressor activation', 'logistic'), ('regressor alpha', 0.0001), ('regressor hidden_layer_sizes', (10, 10)), ('regressor learning_rate_init', 0.001), ('regressor solver', 'lbfgs'), ('regressor tol', 1e-05))",3.4552679538726805,0.0114044189453125,0.4559878617783327,0.9998949046119332,-832.6883638989791,-12.220245764207311,-598.7141713071529,-6.634107798869674,-0.11953781338160938,-0.0014411566855972845,0.010285227152447443,8.050049622090773e-06,-0.11986270122872225,-0.001327331586050686,0.5908711653766742,0.9998949451765518
"(('regressor activation', 'logistic'), ('regressor alpha', 0.0001), ('regressor hidden_layer_sizes', (10, 10)), ('regressor learning_rate_init', 0.01), ('regressor solver', 'lbfgs'), ('regressor tol', 1e-05))",3.465846395492554,0.017201995849609374,0.4559878617783327,0.9998949046119332,-832.6883638989791,-12.220245764207311,-598.7141713071529,-6.634107798869674,-0.11953781338160938,-0.0014411566855972845,0.010285227152447443,8.050049622090773e-06,-0.11986270122872225,-0.001327331586050686,0.5908711653766742,0.9998949451765518
"(('regressor activation', 'tanh'), ('regressor alpha', 0.0001), ('regressor hidden_layer_sizes', (50, 50)), ('regressor learning_rate_init', 0.001), ('regressor solver', 'lbfgs'), ('regressor tol', 1e-05))",2.265829563140869,0.013602066040039062,0.4723169693978132,0.9999941471096576,-781.5661098630032,-2.9253255551775283,-548.344554013948,-1.2885895083065975,-0.10844138747324487,-0.0002729591386883057,0.0246031151314006,-3.5591741065412897e-06,-0.10950045837555027,-0.0002572224468242421,0.6288109323393838,0.9999941504514777
"(('regressor activation', 'tanh'), ('regressor alpha', 0.0001), ('regressor hidden_layer_sizes', (50, 50)), ('regressor learning_rate_init', 0.1), ('regressor solver', 'lbfgs'), ('regressor tol', 1e-05))",2.1427473068237304,0.012401008605957031,0.4723169693978132,0.9999941471096576,-781.5661098630032,-2.9253255551775283,-548.344554013948,-1.2885895083065975,-0.10844138747324487,-0.0002729591386883057,0.0246031151314006,-3.5591741065412897e-06,-0.10950045837555027,-0.0002572224468242421,0.6288109323393838,0.9999941504514777
"(('regressor activation', 'tanh'), ('regressor alpha', 0.0001), ('regressor hidden_layer_sizes', (50, 50)), ('regressor learning_rate_init', 0.01), ('regressor solver', 'lbfgs'), ('regressor tol', 1e-05))",2.1300869464874266,0.013707447052001952,0.4723169693978132,0.9999941471096576,-781.5661098630032,-2.9253255551775283,-548.344554013948,-1.2885895083065975,-0.10844138747324487,-0.0002729591386883057,0.0246031151314006,-3.5591741065412897e-06,-0.10950045837555027,-0.0002572224468242421,0.6288109323393838,0.9999941504514777
"(('regressor activation', 'tanh'), ('regressor alpha', 0.01), ('regressor hidden_layer_sizes', (50, 50)), ('regressor learning_rate_init', 0.001), ('regressor solver', 'lbfgs'), ('regressor tol', 1e-05))",8.120469284057616,0.016002368927001954,0.4961477664363465,0.9997458988826515,-757.484127749446,-19.264996320281586,-506.4724537973235,-11.443777470526861,-0.09775214645363242,-0.0025459954349802355,0.012500638116180542,1.4983735900009396e-06,-0.10109091361445866,-0.0022866653107163253,0.635420485867639,0.9997470039204328
"(('regressor activation', 'tanh'), ('regressor alpha', 0.01), ('regressor hidden_layer_sizes', (50, 50)), ('regressor learning_rate_init', 0.01), ('regressor solver', 'lbfgs'), ('regressor tol', 1e-05))",7.810270690917969,0.013623380661010742,0.4961477664363465,0.9997458988826515,-757.484127749446,-19.264996320281586,-506.4724537973235,-11.443777470526861,-0.09775214645363242,-0.0025459954349802355,0.012500638116180542,1.4983735900009396e-06,-0.10109091361445866,-0.0022866653107163253,0.635420485867639,0.9997470039204328
"(('regressor activation', 'tanh'), ('regressor alpha', 0.01), ('regressor hidden_layer_sizes', (50, 50)), ('regressor learning_rate_init', 0.1), ('regressor solver', 'lbfgs'), ('regressor tol', 1e-05))",5.048002529144287,0.006398344039916992,0.4961477664363465,0.9997458988826515,-757.484127749446,-19.264996320281586,-506.4724537973235,-11.443777470526861,-0.09775214645363242,-0.0025459954349802355,0.012500638116180542,1.4983735900009396e-06,-0.10109091361445866,-0.0022866653107163253,0.635420485867639,0.9997470039204328
