GBM,fit_time,score_time,test_R2,test_RMSE,test_MAE,test_MAPE,test_Bias%,test_WAPE%,test_Pearson-R
"(('regressor num_leaves', 256), ('regressor reg_alpha', 4), ('regressor reg_lambda', 10))",0.3565804481506348,0.011103105545043946,0.6398253048363343,-720.3013962944331,-509.2146773537077,-0.09849433677374432,0.004797186975380319,-0.1017216801930612,0.6635164358330785
"(('regressor num_leaves', 64), ('regressor reg_alpha', 3), ('regressor reg_lambda', 10))",0.40849828720092773,0.011803674697875976,0.6398284608018349,-720.2975020820957,-509.2134973118702,-0.09849406839967245,0.004796972615278517,-0.10172144718573435,0.6635194739783459
"(('regressor num_leaves', 128), ('regressor reg_alpha', 3), ('regressor reg_lambda', 10))",0.33178343772888186,0.01140131950378418,0.6398284608018349,-720.2975020820957,-509.2134973118702,-0.09849406839967245,0.004796972615278517,-0.10172144718573435,0.6635194739783459
"(('regressor num_leaves', 256), ('regressor reg_alpha', 3), ('regressor reg_lambda', 10))",0.33577699661254884,0.010600900650024414,0.6398284608018349,-720.2975020820957,-509.2134973118702,-0.09849406839967245,0.004796972615278517,-0.10172144718573435,0.6635194739783459
"(('regressor num_leaves', 16), ('regressor reg_alpha', 3), ('regressor reg_lambda', 10))",0.3591903209686279,0.01570281982421875,0.6398284608018349,-720.2975020820957,-509.2134973118702,-0.09849406839967245,0.004796972615278517,-0.10172144718573435,0.6635194739783459
"(('regressor num_leaves', 32), ('regressor reg_alpha', 3), ('regressor reg_lambda', 10))",0.3314676761627197,0.011600399017333984,0.6398284608018349,-720.2975020820957,-509.2134973118702,-0.09849406839967245,0.004796972615278517,-0.10172144718573435,0.6635194739783459
"(('regressor num_leaves', 512), ('regressor reg_alpha', 3), ('regressor reg_lambda', 10))",0.35148096084594727,0.010804367065429688,0.6398284608018349,-720.2975020820957,-509.2134973118702,-0.09849406839967245,0.004796972615278517,-0.10172144718573435,0.6635194739783459
"(('regressor num_leaves', 8), ('regressor reg_alpha', 3), ('regressor reg_lambda', 10))",0.3877887725830078,0.011399602890014649,0.6398284608018349,-720.2975020820957,-509.2134973118702,-0.09849406839967245,0.004796972615278517,-0.10172144718573435,0.6635194739783459
"(('regressor num_leaves', 512), ('regressor reg_alpha', 2), ('regressor reg_lambda', 10))",0.35908193588256837,0.011303138732910157,0.6398316124056261,-720.2936117890424,-509.2123169315331,-0.09849379994766021,0.004796758250609279,-0.10172121411154036,0.6635225094816332
"(('regressor num_leaves', 16), ('regressor reg_alpha', 2), ('regressor reg_lambda', 10))",0.345774507522583,0.017504501342773437,0.6398316124056261,-720.2936117890424,-509.2123169315331,-0.09849379994766021,0.004796758250609279,-0.10172121411154036,0.6635225094816332
"(('regressor num_leaves', 8), ('regressor reg_alpha', 2), ('regressor reg_lambda', 10))",0.3993953227996826,0.011505126953125,0.6398316124056261,-720.2936117890424,-509.2123169315331,-0.09849379994766021,0.004796758250609279,-0.10172121411154036,0.6635225094816332
"(('regressor num_leaves', 32), ('regressor reg_alpha', 2), ('regressor reg_lambda', 10))",0.3508782863616943,0.011100387573242188,0.6398316124056261,-720.2936117890424,-509.2123169315331,-0.09849379994766021,0.004796758250609279,-0.10172121411154036,0.6635225094816332
"(('regressor num_leaves', 256), ('regressor reg_alpha', 2), ('regressor reg_lambda', 10))",0.33197965621948244,0.011400842666625976,0.6398316124056261,-720.2936117890424,-509.2123169315331,-0.09849379994766021,0.004796758250609279,-0.10172121411154036,0.6635225094816332
"(('regressor num_leaves', 128), ('regressor reg_alpha', 2), ('regressor reg_lambda', 10))",0.3257719039916992,0.011200189590454102,0.6398316124056261,-720.2936117890424,-509.2123169315331,-0.09849379994766021,0.004796758250609279,-0.10172121411154036,0.6635225094816332
"(('regressor num_leaves', 64), ('regressor reg_alpha', 2), ('regressor reg_lambda', 10))",0.3949902534484863,0.01219940185546875,0.6398316124056261,-720.2936117890424,-509.2123169315331,-0.09849379994766021,0.004796758250609279,-0.10172121411154036,0.6635225094816332
"(('regressor num_leaves', 16), ('regressor reg_alpha', 2), ('regressor reg_lambda', 0.1))",0.43010768890380857,0.012398338317871094,0.6398501152162084,-717.8622596491839,-510.84932894295633,-0.09953214552118897,0.00457373679562134,-0.10201456567841079,0.6658365915055418
"(('regressor num_leaves', 64), ('regressor reg_alpha', 2), ('regressor reg_lambda', 0.1))",0.3222712516784668,0.011503982543945312,0.6398501152162084,-717.8622596491839,-510.84932894295633,-0.09953214552118897,0.00457373679562134,-0.10201456567841079,0.6658365915055418
"(('regressor num_leaves', 8), ('regressor reg_alpha', 2), ('regressor reg_lambda', 0.1))",0.3287757396697998,0.010703182220458985,0.6398501152162084,-717.8622596491839,-510.84932894295633,-0.09953214552118897,0.00457373679562134,-0.10201456567841079,0.6658365915055418
"(('regressor num_leaves', 512), ('regressor reg_alpha', 2), ('regressor reg_lambda', 0.1))",0.4205991268157959,0.010803604125976562,0.6398501152162084,-717.8622596491839,-510.84932894295633,-0.09953214552118897,0.00457373679562134,-0.10201456567841079,0.6658365915055418
"(('regressor num_leaves', 256), ('regressor reg_alpha', 2), ('regressor reg_lambda', 0.1))",0.34838037490844725,0.011302757263183593,0.6398501152162084,-717.8622596491839,-510.84932894295633,-0.09953214552118897,0.00457373679562134,-0.10201456567841079,0.6658365915055418
"(('regressor num_leaves', 32), ('regressor reg_alpha', 2), ('regressor reg_lambda', 0.1))",0.3325739860534668,0.01070261001586914,0.6398501152162084,-717.8622596491839,-510.84932894295633,-0.09953214552118897,0.00457373679562134,-0.10201456567841079,0.6658365915055418
"(('regressor num_leaves', 128), ('regressor reg_alpha', 2), ('regressor reg_lambda', 0.1))",0.356091833114624,0.019202613830566408,0.6398501152162084,-717.8622596491839,-510.84932894295633,-0.09953214552118897,0.00457373679562134,-0.10201456567841079,0.6658365915055418
"(('regressor num_leaves', 128), ('regressor reg_alpha', 1), ('regressor reg_lambda', 0.1))",0.3978103160858154,0.01299905776977539,0.6398540211356762,-717.8570076603482,-510.847160109571,-0.09953185406943452,0.004573687242998061,-0.10201411712686562,0.6658427522673724
"(('regressor num_leaves', 64), ('regressor reg_alpha', 1), ('regressor reg_lambda', 0.1))",0.3344740867614746,0.011004257202148437,0.6398540211356762,-717.8570076603482,-510.847160109571,-0.09953185406943452,0.004573687242998061,-0.10201411712686562,0.6658427522673724
"(('regressor num_leaves', 8), ('regressor reg_alpha', 1), ('regressor reg_lambda', 0.1))",0.32657227516174314,0.011201429367065429,0.6398540211356762,-717.8570076603482,-510.847160109571,-0.09953185406943452,0.004573687242998061,-0.10201411712686562,0.6658427522673724
"(('regressor num_leaves', 256), ('regressor reg_alpha', 1), ('regressor reg_lambda', 0.1))",0.33178205490112306,0.010702562332153321,0.6398540211356762,-717.8570076603482,-510.847160109571,-0.09953185406943452,0.004573687242998061,-0.10201411712686562,0.6658427522673724
"(('regressor num_leaves', 16), ('regressor reg_alpha', 1), ('regressor reg_lambda', 0.1))",0.34977259635925295,0.011001873016357421,0.6398540211356762,-717.8570076603482,-510.847160109571,-0.09953185406943452,0.004573687242998061,-0.10201411712686562,0.6658427522673724
"(('regressor num_leaves', 32), ('regressor reg_alpha', 1), ('regressor reg_lambda', 0.1))",0.3388670921325684,0.01210484504699707,0.6398540211356762,-717.8570076603482,-510.847160109571,-0.09953185406943452,0.004573687242998061,-0.10201411712686562,0.6658427522673724
"(('regressor num_leaves', 512), ('regressor reg_alpha', 1), ('regressor reg_lambda', 0.1))",0.4210962772369385,0.012199735641479493,0.6398540211356762,-717.8570076603482,-510.847160109571,-0.09953185406943452,0.004573687242998061,-0.10201411712686562,0.6658427522673724
"(('regressor num_leaves', 64), ('regressor reg_alpha', 5), ('regressor reg_lambda', 5))",0.3282790184020996,0.010808134078979492,0.6400525546554583,-719.4978705478173,-515.0740660240078,-0.10012014926934718,0.003596839212453558,-0.10291021424985906,0.6630253696287097
"(('regressor num_leaves', 128), ('regressor reg_alpha', 5), ('regressor reg_lambda', 5))",0.34067740440368655,0.011208724975585938,0.6400525546554583,-719.4978705478173,-515.0740660240078,-0.10012014926934718,0.003596839212453558,-0.10291021424985906,0.6630253696287097
"(('regressor num_leaves', 512), ('regressor reg_alpha', 5), ('regressor reg_lambda', 5))",0.3436763763427734,0.010802173614501953,0.6400525546554583,-719.4978705478173,-515.0740660240078,-0.10012014926934718,0.003596839212453558,-0.10291021424985906,0.6630253696287097
"(('regressor num_leaves', 256), ('regressor reg_alpha', 5), ('regressor reg_lambda', 5))",0.35898866653442385,0.011002731323242188,0.6400525546554583,-719.4978705478173,-515.0740660240078,-0.10012014926934718,0.003596839212453558,-0.10291021424985906,0.6630253696287097
"(('regressor num_leaves', 8), ('regressor reg_alpha', 5), ('regressor reg_lambda', 5))",0.3206649303436279,0.010999774932861328,0.6400525546554583,-719.4978705478173,-515.0740660240078,-0.10012014926934718,0.003596839212453558,-0.10291021424985906,0.6630253696287097
"(('regressor num_leaves', 16), ('regressor reg_alpha', 5), ('regressor reg_lambda', 5))",0.33437700271606446,0.011102390289306641,0.6400525546554583,-719.4978705478173,-515.0740660240078,-0.10012014926934718,0.003596839212453558,-0.10291021424985906,0.6630253696287097
"(('regressor num_leaves', 32), ('regressor reg_alpha', 5), ('regressor reg_lambda', 5))",0.3347742557525635,0.010500717163085937,0.6400525546554583,-719.4978705478173,-515.0740660240078,-0.10012014926934718,0.003596839212453558,-0.10291021424985906,0.6630253696287097
"(('regressor num_leaves', 64), ('regressor reg_alpha', 2), ('regressor reg_lambda', 0))",0.32917470932006837,0.011003255844116211,0.6401967836631373,-717.8997555793818,-508.5885625958087,-0.09889099643114804,0.004728160759557197,-0.10155594015749574,0.6659362690496475
"(('regressor num_leaves', 16), ('regressor reg_alpha', 2), ('regressor reg_lambda', 0))",0.4154993534088135,0.013702964782714844,0.6401967836631373,-717.8997555793818,-508.5885625958087,-0.09889099643114804,0.004728160759557197,-0.10155594015749574,0.6659362690496475
"(('regressor num_leaves', 8), ('regressor reg_alpha', 2), ('regressor reg_lambda', 0))",0.331375789642334,0.011102867126464844,0.6401967836631373,-717.8997555793818,-508.5885625958087,-0.09889099643114804,0.004728160759557197,-0.10155594015749574,0.6659362690496475
"(('regressor num_leaves', 32), ('regressor reg_alpha', 2), ('regressor reg_lambda', 0))",0.33197917938232424,0.012003040313720703,0.6401967836631373,-717.8997555793818,-508.5885625958087,-0.09889099643114804,0.004728160759557197,-0.10155594015749574,0.6659362690496475
"(('regressor num_leaves', 512), ('regressor reg_alpha', 2), ('regressor reg_lambda', 0))",0.37749085426330564,0.011800193786621093,0.6401967836631373,-717.8997555793818,-508.5885625958087,-0.09889099643114804,0.004728160759557197,-0.10155594015749574,0.6659362690496475
"(('regressor num_leaves', 256), ('regressor reg_alpha', 2), ('regressor reg_lambda', 0))",0.34548306465148926,0.010999584197998047,0.6401967836631373,-717.8997555793818,-508.5885625958087,-0.09889099643114804,0.004728160759557197,-0.10155594015749574,0.6659362690496475
"(('regressor num_leaves', 128), ('regressor reg_alpha', 2), ('regressor reg_lambda', 0))",0.3303853511810303,0.011399793624877929,0.6401967836631373,-717.8997555793818,-508.5885625958087,-0.09889099643114804,0.004728160759557197,-0.10155594015749574,0.6659362690496475
"(('regressor num_leaves', 4), ('regressor reg_alpha', 10), ('regressor reg_lambda', 10))",0.22172036170959472,0.011294031143188476,0.640344607230702,-719.1590432454987,-507.3499593570581,-0.09849892755459358,0.004699322527192426,-0.10137899041519098,0.6642492252793767
"(('regressor num_leaves', 128), ('regressor reg_alpha', 5), ('regressor reg_lambda', 10))",0.33328471183776853,0.011203765869140625,0.6405180103984204,-719.6634093228474,-507.6464142675324,-0.0980537196499842,0.00529273022315054,-0.10139341358121286,0.663482744623831
"(('regressor num_leaves', 8), ('regressor reg_alpha', 5), ('regressor reg_lambda', 10))",0.38828210830688475,0.011402750015258789,0.6405180103984204,-719.6634093228474,-507.6464142675324,-0.0980537196499842,0.00529273022315054,-0.10139341358121286,0.663482744623831
"(('regressor num_leaves', 256), ('regressor reg_alpha', 5), ('regressor reg_lambda', 10))",0.3400728702545166,0.010903692245483399,0.6405180103984204,-719.6634093228474,-507.6464142675324,-0.0980537196499842,0.00529273022315054,-0.10139341358121286,0.663482744623831
"(('regressor num_leaves', 16), ('regressor reg_alpha', 5), ('regressor reg_lambda', 10))",0.3253791809082031,0.012001132965087891,0.6405180103984204,-719.6634093228474,-507.6464142675324,-0.0980537196499842,0.00529273022315054,-0.10139341358121286,0.663482744623831
"(('regressor num_leaves', 64), ('regressor reg_alpha', 5), ('regressor reg_lambda', 10))",0.3689835548400879,0.011000108718872071,0.6405180103984204,-719.6634093228474,-507.6464142675324,-0.0980537196499842,0.00529273022315054,-0.10139341358121286,0.663482744623831
"(('regressor num_leaves', 32), ('regressor reg_alpha', 5), ('regressor reg_lambda', 10))",0.3361701965332031,0.010600852966308593,0.6405180103984204,-719.6634093228474,-507.6464142675324,-0.0980537196499842,0.00529273022315054,-0.10139341358121286,0.663482744623831
"(('regressor num_leaves', 512), ('regressor reg_alpha', 5), ('regressor reg_lambda', 10))",0.3513774871826172,0.01120147705078125,0.6405180103984204,-719.6634093228474,-507.6464142675324,-0.0980537196499842,0.00529273022315054,-0.10139341358121286,0.663482744623831
"(('regressor num_leaves', 16), ('regressor reg_alpha', 10), ('regressor reg_lambda', 0))",0.36318182945251465,0.016005420684814455,0.6405610421901529,-717.4889025908258,-507.56173318387846,-0.0987259461636861,0.004655945154291014,-0.10136619565150398,0.667339550645331
"(('regressor num_leaves', 32), ('regressor reg_alpha', 10), ('regressor reg_lambda', 0))",0.3278675556182861,0.010799741744995118,0.6405610421901529,-717.4889025908258,-507.56173318387846,-0.0987259461636861,0.004655945154291014,-0.10136619565150398,0.667339550645331
"(('regressor num_leaves', 256), ('regressor reg_alpha', 10), ('regressor reg_lambda', 0))",0.33864617347717285,0.011407423019409179,0.6405610421901529,-717.4889025908258,-507.56173318387846,-0.0987259461636861,0.004655945154291014,-0.10136619565150398,0.667339550645331
"(('regressor num_leaves', 8), ('regressor reg_alpha', 10), ('regressor reg_lambda', 0))",0.40268764495849607,0.011001205444335938,0.6405610421901529,-717.4889025908258,-507.56173318387846,-0.0987259461636861,0.004655945154291014,-0.10136619565150398,0.667339550645331
"(('regressor num_leaves', 64), ('regressor reg_alpha', 10), ('regressor reg_lambda', 0))",0.40499157905578614,0.010401582717895508,0.6405610421901529,-717.4889025908258,-507.56173318387846,-0.0987259461636861,0.004655945154291014,-0.10136619565150398,0.667339550645331
"(('regressor num_leaves', 128), ('regressor reg_alpha', 10), ('regressor reg_lambda', 0))",0.3369769096374512,0.01260828971862793,0.6405610421901529,-717.4889025908258,-507.56173318387846,-0.0987259461636861,0.004655945154291014,-0.10136619565150398,0.667339550645331
"(('regressor num_leaves', 512), ('regressor reg_alpha', 10), ('regressor reg_lambda', 0))",0.3519853115081787,0.017905759811401366,0.6405610421901529,-717.4889025908258,-507.56173318387846,-0.0987259461636861,0.004655945154291014,-0.10136619565150398,0.667339550645331
"(('regressor num_leaves', 128), ('regressor reg_alpha', 3), ('regressor reg_lambda', 0.1))",0.3339829444885254,0.016410160064697265,0.6407706853512011,-716.9220727494501,-510.35593956967676,-0.09946122931623652,0.004319190510563048,-0.10192282692521656,0.666476970562613
"(('regressor num_leaves', 512), ('regressor reg_alpha', 3), ('regressor reg_lambda', 0.1))",0.43339829444885253,0.010904026031494141,0.6407706853512011,-716.9220727494501,-510.35593956967676,-0.09946122931623652,0.004319190510563048,-0.10192282692521656,0.666476970562613
"(('regressor num_leaves', 256), ('regressor reg_alpha', 3), ('regressor reg_lambda', 0.1))",0.33557896614074706,0.010801887512207032,0.6407706853512011,-716.9220727494501,-510.35593956967676,-0.09946122931623652,0.004319190510563048,-0.10192282692521656,0.666476970562613
"(('regressor num_leaves', 16), ('regressor reg_alpha', 3), ('regressor reg_lambda', 0.1))",0.3923815727233887,0.01159982681274414,0.6407706853512011,-716.9220727494501,-510.35593956967676,-0.09946122931623652,0.004319190510563048,-0.10192282692521656,0.666476970562613
"(('regressor num_leaves', 8), ('regressor reg_alpha', 3), ('regressor reg_lambda', 0.1))",0.3327807903289795,0.011802244186401366,0.6407706853512011,-716.9220727494501,-510.35593956967676,-0.09946122931623652,0.004319190510563048,-0.10192282692521656,0.666476970562613
"(('regressor num_leaves', 64), ('regressor reg_alpha', 3), ('regressor reg_lambda', 0.1))",0.31876983642578127,0.012801361083984376,0.6407706853512011,-716.9220727494501,-510.35593956967676,-0.09946122931623652,0.004319190510563048,-0.10192282692521656,0.666476970562613
"(('regressor num_leaves', 32), ('regressor reg_alpha', 3), ('regressor reg_lambda', 0.1))",0.3348677635192871,0.010800361633300781,0.6407706853512011,-716.9220727494501,-510.35593956967676,-0.09946122931623652,0.004319190510563048,-0.10192282692521656,0.666476970562613
"(('regressor num_leaves', 256), ('regressor reg_alpha', 0), ('regressor reg_lambda', 0.1))",0.34278140068054197,0.010904932022094726,0.6408348425566643,-717.6057683489331,-510.8798646218127,-0.09960150385458263,0.004419051544557143,-0.10202426818251094,0.6660464554981533
"(('regressor num_leaves', 8), ('regressor reg_alpha', 0), ('regressor reg_lambda', 0.1))",0.33333539962768555,0.010801887512207032,0.6408348425566643,-717.6057683489331,-510.8798646218127,-0.09960150385458263,0.004419051544557143,-0.10202426818251094,0.6660464554981533
"(('regressor num_leaves', 128), ('regressor reg_alpha', 0), ('regressor reg_lambda', 0.1))",0.40179967880249023,0.010902833938598634,0.6408348425566643,-717.6057683489331,-510.8798646218127,-0.09960150385458263,0.004419051544557143,-0.10202426818251094,0.6660464554981533
"(('regressor num_leaves', 32), ('regressor reg_alpha', 0), ('regressor reg_lambda', 0.1))",0.37097668647766113,0.012006711959838868,0.6408348425566643,-717.6057683489331,-510.8798646218127,-0.09960150385458263,0.004419051544557143,-0.10202426818251094,0.6660464554981533
"(('regressor num_leaves', 16), ('regressor reg_alpha', 0), ('regressor reg_lambda', 0.1))",0.3864913463592529,0.011000251770019532,0.6408348425566643,-717.6057683489331,-510.8798646218127,-0.09960150385458263,0.004419051544557143,-0.10202426818251094,0.6660464554981533
"(('regressor num_leaves', 512), ('regressor reg_alpha', 0), ('regressor reg_lambda', 0.1))",0.4045299530029297,0.01060800552368164,0.6408348425566643,-717.6057683489331,-510.8798646218127,-0.09960150385458263,0.004419051544557143,-0.10202426818251094,0.6660464554981533
"(('regressor num_leaves', 64), ('regressor reg_alpha', 0), ('regressor reg_lambda', 0.1))",0.33257184028625486,0.011799764633178712,0.6408348425566643,-717.6057683489331,-510.8798646218127,-0.09960150385458263,0.004419051544557143,-0.10202426818251094,0.6660464554981533
"(('regressor num_leaves', 64), ('regressor reg_alpha', 3), ('regressor reg_lambda', 0))",0.36178293228149416,0.010702753067016601,0.641181150493433,-717.0807251398444,-509.52342062183607,-0.09917534596384728,0.004579259040312429,-0.10174403671181978,0.6671548918058245
"(('regressor num_leaves', 256), ('regressor reg_alpha', 3), ('regressor reg_lambda', 0))",0.3426792621612549,0.011305618286132812,0.641181150493433,-717.0807251398444,-509.52342062183607,-0.09917534596384728,0.004579259040312429,-0.10174403671181978,0.6671548918058245
"(('regressor num_leaves', 512), ('regressor reg_alpha', 3), ('regressor reg_lambda', 0))",0.39299650192260743,0.011601114273071289,0.641181150493433,-717.0807251398444,-509.52342062183607,-0.09917534596384728,0.004579259040312429,-0.10174403671181978,0.6671548918058245
"(('regressor num_leaves', 8), ('regressor reg_alpha', 3), ('regressor reg_lambda', 0))",0.3372763156890869,0.011399602890014649,0.641181150493433,-717.0807251398444,-509.52342062183607,-0.09917534596384728,0.004579259040312429,-0.10174403671181978,0.6671548918058245
"(('regressor num_leaves', 16), ('regressor reg_alpha', 3), ('regressor reg_lambda', 0))",0.4029824733734131,0.01110382080078125,0.641181150493433,-717.0807251398444,-509.52342062183607,-0.09917534596384728,0.004579259040312429,-0.10174403671181978,0.6671548918058245
"(('regressor num_leaves', 32), ('regressor reg_alpha', 3), ('regressor reg_lambda', 0))",0.34187774658203124,0.011800193786621093,0.641181150493433,-717.0807251398444,-509.52342062183607,-0.09917534596384728,0.004579259040312429,-0.10174403671181978,0.6671548918058245
"(('regressor num_leaves', 128), ('regressor reg_alpha', 3), ('regressor reg_lambda', 0))",0.33207993507385253,0.010703849792480468,0.641181150493433,-717.0807251398444,-509.52342062183607,-0.09917534596384728,0.004579259040312429,-0.10174403671181978,0.6671548918058245
"(('regressor num_leaves', 32), ('regressor reg_alpha', 10), ('regressor reg_lambda', 5))",0.3492757320404053,0.010999774932861328,0.6412076776062507,-718.8723375958681,-515.6461044642494,-0.10023729848206755,0.004512585623013045,-0.10300522397577597,0.6638191059216135
"(('regressor num_leaves', 512), ('regressor reg_alpha', 10), ('regressor reg_lambda', 5))",0.3250744819641113,0.01050257682800293,0.6412076776062507,-718.8723375958681,-515.6461044642494,-0.10023729848206755,0.004512585623013045,-0.10300522397577597,0.6638191059216135
"(('regressor num_leaves', 256), ('regressor reg_alpha', 10), ('regressor reg_lambda', 5))",0.3652987003326416,0.01074995994567871,0.6412076776062507,-718.8723375958681,-515.6461044642494,-0.10023729848206755,0.004512585623013045,-0.10300522397577597,0.6638191059216135
"(('regressor num_leaves', 64), ('regressor reg_alpha', 10), ('regressor reg_lambda', 5))",0.3238821029663086,0.010903120040893555,0.6412076776062507,-718.8723375958681,-515.6461044642494,-0.10023729848206755,0.004512585623013045,-0.10300522397577597,0.6638191059216135
"(('regressor num_leaves', 128), ('regressor reg_alpha', 10), ('regressor reg_lambda', 5))",0.3404878616333008,0.011104536056518555,0.6412076776062507,-718.8723375958681,-515.6461044642494,-0.10023729848206755,0.004512585623013045,-0.10300522397577597,0.6638191059216135
"(('regressor num_leaves', 8), ('regressor reg_alpha', 10), ('regressor reg_lambda', 5))",0.3772782802581787,0.011000347137451173,0.6412076776062507,-718.8723375958681,-515.6461044642494,-0.10023729848206755,0.004512585623013045,-0.10300522397577597,0.6638191059216135
"(('regressor num_leaves', 16), ('regressor reg_alpha', 10), ('regressor reg_lambda', 5))",0.3337717533111572,0.011601495742797851,0.6412076776062507,-718.8723375958681,-515.6461044642494,-0.10023729848206755,0.004512585623013045,-0.10300522397577597,0.6638191059216135
"(('regressor num_leaves', 4), ('regressor reg_alpha', 3), ('regressor reg_lambda', 4))",0.19324045181274413,0.01160273551940918,0.6413819539064499,-717.8324513676192,-512.7104008681232,-0.09954872922658023,0.005356373516918145,-0.10239980477827168,0.6647742863816475
"(('regressor num_leaves', 32), ('regressor reg_alpha', 5), ('regressor reg_lambda', 0))",0.3395676612854004,0.011903333663940429,0.6417360487595147,-716.3225907732196,-507.0339057141508,-0.09862723993462932,0.0046877941932423235,-0.1012566632056469,0.6681000666882762
"(('regressor num_leaves', 256), ('regressor reg_alpha', 5), ('regressor reg_lambda', 0))",0.33838582038879395,0.01200089454650879,0.6417360487595147,-716.3225907732196,-507.0339057141508,-0.09862723993462932,0.0046877941932423235,-0.1012566632056469,0.6681000666882762
"(('regressor num_leaves', 512), ('regressor reg_alpha', 5), ('regressor reg_lambda', 0))",0.3535745620727539,0.011602258682250977,0.6417360487595147,-716.3225907732196,-507.0339057141508,-0.09862723993462932,0.0046877941932423235,-0.1012566632056469,0.6681000666882762
"(('regressor num_leaves', 128), ('regressor reg_alpha', 5), ('regressor reg_lambda', 0))",0.33647708892822265,0.010599231719970703,0.6417360487595147,-716.3225907732196,-507.0339057141508,-0.09862723993462932,0.0046877941932423235,-0.1012566632056469,0.6681000666882762
"(('regressor num_leaves', 8), ('regressor reg_alpha', 5), ('regressor reg_lambda', 0))",0.3940891265869141,0.01120009422302246,0.6417360487595147,-716.3225907732196,-507.0339057141508,-0.09862723993462932,0.0046877941932423235,-0.1012566632056469,0.6681000666882762
"(('regressor num_leaves', 16), ('regressor reg_alpha', 5), ('regressor reg_lambda', 0))",0.373184871673584,0.011703109741210938,0.6417360487595147,-716.3225907732196,-507.0339057141508,-0.09862723993462932,0.0046877941932423235,-0.1012566632056469,0.6681000666882762
"(('regressor num_leaves', 64), ('regressor reg_alpha', 5), ('regressor reg_lambda', 0))",0.39902186393737793,0.011206245422363282,0.6417360487595147,-716.3225907732196,-507.0339057141508,-0.09862723993462932,0.0046877941932423235,-0.1012566632056469,0.6681000666882762
"(('regressor num_leaves', 128), ('regressor reg_alpha', 0.5), ('regressor reg_lambda', 1))",0.33167781829833987,0.011604499816894532,0.6418159444170346,-716.1818927943026,-512.3126426825127,-0.09978547616325102,0.005809114939072385,-0.10229918735097505,0.6691000218699518
"(('regressor num_leaves', 16), ('regressor reg_alpha', 0.5), ('regressor reg_lambda', 1))",0.3255751132965088,0.012000179290771485,0.6418159444170346,-716.1818927943026,-512.3126426825127,-0.09978547616325102,0.005809114939072385,-0.10229918735097505,0.6691000218699518
"(('regressor num_leaves', 8), ('regressor reg_alpha', 0.5), ('regressor reg_lambda', 1))",0.33467392921447753,0.011304140090942383,0.6418159444170346,-716.1818927943026,-512.3126426825127,-0.09978547616325102,0.005809114939072385,-0.10229918735097505,0.6691000218699518
"(('regressor num_leaves', 512), ('regressor reg_alpha', 0.5), ('regressor reg_lambda', 1))",0.35157976150512693,0.01270904541015625,0.6418159444170346,-716.1818927943026,-512.3126426825127,-0.09978547616325102,0.005809114939072385,-0.10229918735097505,0.6691000218699518
"(('regressor num_leaves', 32), ('regressor reg_alpha', 0.5), ('regressor reg_lambda', 1))",0.4979079246520996,0.011504411697387695,0.6418159444170346,-716.1818927943026,-512.3126426825127,-0.09978547616325102,0.005809114939072385,-0.10229918735097505,0.6691000218699518
"(('regressor num_leaves', 256), ('regressor reg_alpha', 0.5), ('regressor reg_lambda', 1))",0.37588653564453123,0.013906145095825195,0.6418159444170346,-716.1818927943026,-512.3126426825127,-0.09978547616325102,0.005809114939072385,-0.10229918735097505,0.6691000218699518
"(('regressor num_leaves', 64), ('regressor reg_alpha', 0.5), ('regressor reg_lambda', 1))",0.33037447929382324,0.01120147705078125,0.6418159444170346,-716.1818927943026,-512.3126426825127,-0.09978547616325102,0.005809114939072385,-0.10229918735097505,0.6691000218699518
"(('regressor num_leaves', 16), ('regressor reg_alpha', 4), ('regressor reg_lambda', 0))",0.40729188919067383,0.011000299453735351,0.6418600980080621,-716.2192812495971,-506.9323410926853,-0.09860426198253677,0.00467383307588347,-0.10123603681882701,0.6681729325751921
"(('regressor num_leaves', 128), ('regressor reg_alpha', 4), ('regressor reg_lambda', 0))",0.33678479194641114,0.010799312591552734,0.6418600980080621,-716.2192812495971,-506.9323410926853,-0.09860426198253677,0.00467383307588347,-0.10123603681882701,0.6681729325751921
"(('regressor num_leaves', 512), ('regressor reg_alpha', 4), ('regressor reg_lambda', 0))",0.36498322486877444,0.013302755355834962,0.6418600980080621,-716.2192812495971,-506.9323410926853,-0.09860426198253677,0.00467383307588347,-0.10123603681882701,0.6681729325751921
"(('regressor num_leaves', 32), ('regressor reg_alpha', 4), ('regressor reg_lambda', 0))",0.3239753246307373,0.011197757720947266,0.6418600980080621,-716.2192812495971,-506.9323410926853,-0.09860426198253677,0.00467383307588347,-0.10123603681882701,0.6681729325751921
"(('regressor num_leaves', 8), ('regressor reg_alpha', 4), ('regressor reg_lambda', 0))",0.36498122215270995,0.011309623718261719,0.6418600980080621,-716.2192812495971,-506.9323410926853,-0.09860426198253677,0.00467383307588347,-0.10123603681882701,0.6681729325751921
"(('regressor num_leaves', 64), ('regressor reg_alpha', 4), ('regressor reg_lambda', 0))",0.39139866828918457,0.010799884796142578,0.6418600980080621,-716.2192812495971,-506.9323410926853,-0.09860426198253677,0.00467383307588347,-0.10123603681882701,0.6681729325751921
