GBM,fit_time,score_time,test_R2,test_RMSE,test_MAE,test_MAPE,test_Bias%,test_WAPE%,test_Pearson-R
"(('regressor num_leaves', 2), ('regressor reg_alpha', 10), ('regressor reg_lambda', 10))",0.16036407152811685,0.01166693369547526,0.8309646182468079,-2341.9718474531974,-1788.244646955919,-0.2544506504499297,-0.005175240292343547,-0.1883437282151985,0.8450437313604868
"(('regressor num_leaves', 2), ('regressor reg_alpha', 5), ('regressor reg_lambda', 10))",0.14185873667399088,0.01183629035949707,0.8309830168665518,-2341.839242791391,-1788.1182148037344,-0.2544376565867505,-0.005146640445502333,-0.18833024035726362,0.845065329673035
"(('regressor num_leaves', 2), ('regressor reg_alpha', 4), ('regressor reg_lambda', 10))",0.14835453033447266,0.010666608810424805,0.8309843086272526,-2341.8294643188988,-1788.1108268194978,-0.2544378814037372,-0.005146718830487875,-0.18832944279029987,0.845065568261049
"(('regressor num_leaves', 2), ('regressor reg_alpha', 3), ('regressor reg_lambda', 10))",0.1433568000793457,0.01100015640258789,0.830985600460405,-2341.819685368186,-1788.1034383225244,-0.2544381061726187,-0.005146797249669553,-0.18832864517001147,0.8450658071344517
"(('regressor num_leaves', 2), ('regressor reg_alpha', 2), ('regressor reg_lambda', 10))",0.12902609507242838,0.01350092887878418,0.830986892229053,-2341.8099068817314,-1788.0960487089494,-0.25443833087352474,-0.005146875457034781,-0.18832784744058761,0.8450660459838696
"(('regressor num_leaves', 2), ('regressor reg_alpha', 1), ('regressor reg_lambda', 10))",0.1358506679534912,0.010001182556152344,0.8309881836107348,-2341.8001306958354,-1788.0886610779846,-0.2544385557258717,-0.005146953773609582,-0.18832704990514162,0.8450662845294853
"(('regressor num_leaves', 2), ('regressor reg_alpha', 0.5), ('regressor reg_lambda', 10))",0.15835420290629068,0.012170632680257162,0.8309888292726301,-2341.7952431639274,-1788.0849673290322,-0.25443866804198434,-0.005146993002849379,-0.18832665115529493,0.8450664037949464
"(('regressor num_leaves', 2), ('regressor reg_alpha', 0.1), ('regressor reg_lambda', 10))",0.139190673828125,0.016333977381388348,0.8309893459538967,-2341.7913318967426,-1788.0820118669644,-0.25443875807130056,-0.005147024387153673,-0.18832633210062802,0.8450664994264739
"(('regressor num_leaves', 2), ('regressor reg_alpha', 0), ('regressor reg_lambda', 10))",0.13818844159444174,0.010333538055419922,0.8309894749558108,-2341.790355035932,-1788.0812732282366,-0.2544387805382968,-0.005147032013177622,-0.1883262523559517,0.8450665231412374
"(('regressor num_leaves', 2), ('regressor reg_alpha', 5), ('regressor reg_lambda', 4))",0.15152565638224283,0.012333949406941732,0.8329407324496519,-2324.008134700052,-1764.1267543113324,-0.25427001158446466,-0.0038596934722374874,-0.18584318078025788,0.8438700871464208
"(('regressor num_leaves', 2), ('regressor reg_alpha', 4), ('regressor reg_lambda', 4))",0.139192263285319,0.012334585189819336,0.8329417277013431,-2324.0003864205755,-1764.1220610903986,-0.2542705975795021,-0.003859816637457628,-0.18584267119537615,0.8438703310004535
"(('regressor num_leaves', 2), ('regressor reg_alpha', 3), ('regressor reg_lambda', 4))",0.11618479092915852,0.012169917424519857,0.8329427231606016,-2323.99263655611,-1764.1173674205868,-0.25427118370547475,-0.003859939607735764,-0.1858421615616621,0.8438705751377844
"(('regressor num_leaves', 2), ('regressor reg_alpha', 2), ('regressor reg_lambda', 4))",0.12684941291809082,0.011333147684733072,0.8329437182366299,-2323.9848895653136,-1764.1126756451847,-0.25427177008040086,-0.003860062946783025,-0.18584165213511913,0.843870818991943
"(('regressor num_leaves', 2), ('regressor reg_alpha', 1), ('regressor reg_lambda', 4))",0.13502097129821777,0.012000163396199545,0.8329447132684272,-2323.9771427238047,-1764.1079822923487,-0.25427235609218135,-0.0038601859818855958,-0.1858411425343205,0.8438710629262314
"(('regressor num_leaves', 2), ('regressor reg_alpha', 0.5), ('regressor reg_lambda', 4))",0.150860865910848,0.010332981745402018,0.8329452108211469,-2323.9732690313253,-1764.105635771012,-0.25427264925225057,-0.0038602476821216884,-0.18584088775088559,0.8438711849494673
"(('regressor num_leaves', 2), ('regressor reg_alpha', 0.1), ('regressor reg_lambda', 4))",0.1500227451324463,0.010001103083292643,0.8329456087659254,-2323.9701707942572,-1764.1037587551434,-0.2542728837479134,-0.0038602968103086076,-0.18584068394530337,0.8438712824715022
"(('regressor num_leaves', 2), ('regressor reg_alpha', 0), ('regressor reg_lambda', 4))",0.12052639325459798,0.017832835515340168,0.8329457082980835,-2323.9693960653126,-1764.1032889003927,-0.25427294220908253,-0.003860309159160842,-0.18584063293441302,0.8438713069025479
"(('regressor num_leaves', 2), ('regressor reg_alpha', 10), ('regressor reg_lambda', 4))",0.15302459398905435,0.011008342107137045,0.8329481400250534,-2323.951163935754,-1764.1642168426588,-0.2542788501448003,-0.0038443504243140573,-0.1858472518342249,0.8438649297655872
"(('regressor num_leaves', 2), ('regressor reg_alpha', 10), ('regressor reg_lambda', 5))",0.1523576577504476,0.012000322341918945,0.833061046340549,-2326.561885572994,-1772.1852667287358,-0.2556892411060559,-0.004649495073834346,-0.18673812731246842,0.8440153777208419
"(('regressor num_leaves', 2), ('regressor reg_alpha', 5), ('regressor reg_lambda', 5))",0.14035447438557944,0.012668450673421225,0.833074812442919,-2326.452297376874,-1772.286008210156,-0.25570849537400236,-0.004663302638837698,-0.18674903902160703,0.844029008057268
"(('regressor num_leaves', 2), ('regressor reg_alpha', 4), ('regressor reg_lambda', 5))",0.15102521578470865,0.010503371556599935,0.8330758394900014,-2326.4443888250407,-1772.2788083653159,-0.25570876621467703,-0.00466340976920514,-0.18674826554231683,0.8440292583605005
"(('regressor num_leaves', 2), ('regressor reg_alpha', 3), ('regressor reg_lambda', 5))",0.13985864321390787,0.0110014279683431,0.8330768661326275,-2326.436483496736,-1772.2716109368287,-0.2557090373108131,-0.004663517137908022,-0.18674749232627272,0.8440295085144367
"(('regressor num_leaves', 2), ('regressor reg_alpha', 2), ('regressor reg_lambda', 5))",0.1390242576599121,0.010503292083740234,0.8330778929502438,-2326.4285768681625,-1772.264412330187,-0.25570930815642956,-0.004663624139329597,-0.18674671898520012,0.844029758875824
"(('regressor num_leaves', 2), ('regressor reg_alpha', 1), ('regressor reg_lambda', 5))",0.14652617772420248,0.011335452397664389,0.8330789193829454,-2326.4206726329307,-1772.257214422288,-0.25570957920141507,-0.004663731426353111,-0.18674594571540834,0.8440300089644212
"(('regressor num_leaves', 2), ('regressor reg_alpha', 0.5), ('regressor reg_lambda', 5))",0.18453113238016763,0.011334101359049479,0.8330794326451446,-2326.4167202771805,-1772.2536152510547,-0.255709714754962,-0.004663785075780226,-0.18674555905456502,0.8440301340353625
"(('regressor num_leaves', 2), ('regressor reg_alpha', 0.1), ('regressor reg_lambda', 5))",0.15068745613098145,0.011667569478352865,0.8330798431897503,-2326.41355877868,-1772.2507358401897,-0.2557098230867812,-0.004663827968170573,-0.1867452497229479,0.8440302341415257
"(('regressor num_leaves', 2), ('regressor reg_alpha', 0), ('regressor reg_lambda', 5))",0.14802058537801108,0.013332684834798178,0.8330799458222024,-2326.412768551118,-1772.250016783465,-0.25570985031885596,-0.004663838733157263,-0.1867451724733393,0.8440302590657899
"(('regressor num_leaves', 2), ('regressor reg_alpha', 10), ('regressor reg_lambda', 3))",0.14451940854390463,0.01766681671142578,0.8332330528627138,-2320.434182074716,-1769.5380910454967,-0.2557008300494119,-0.0043999588238129396,-0.18635280999458526,0.8439252501711118
"(('regressor num_leaves', 2), ('regressor reg_alpha', 5), ('regressor reg_lambda', 3))",0.1566915512084961,0.01233530044555664,0.8332345108631101,-2320.4244501516573,-1769.572668733883,-0.25572579416865654,-0.004399827757385563,-0.18635654477834254,0.8439237196428956
"(('regressor num_leaves', 2), ('regressor reg_alpha', 4), ('regressor reg_lambda', 3))",0.12752421696980795,0.013333002726236979,0.8332355257215118,-2320.4165955650315,-1769.5671153221913,-0.2557263368555979,-0.004399948724292732,-0.18635594407396158,0.8439240185144256
"(('regressor num_leaves', 2), ('regressor reg_alpha', 3), ('regressor reg_lambda', 3))",0.13335339228312174,0.012668768564860025,0.8332365406976336,-2320.408740159935,-1769.561559656844,-0.2557268791250334,-0.0044000692579780855,-0.18635534313277066,0.8439243175658571
"(('regressor num_leaves', 2), ('regressor reg_alpha', 2), ('regressor reg_lambda', 3))",0.12651713689168295,0.012334982554117838,0.8332375553000624,-2320.4008874760802,-1769.5560062214354,-0.2557274218342904,-0.004400190045957902,-0.18635474242640404,0.8439246163467873
"(('regressor num_leaves', 2), ('regressor reg_alpha', 1), ('regressor reg_lambda', 3))",0.14302237828572592,0.01283574104309082,0.8332385699295047,-2320.3930343624497,-1769.5504514860775,-0.25572796416154575,-0.00440031063733134,-0.18635414158027544,0.8439249152606688
"(('regressor num_leaves', 2), ('regressor reg_alpha', 0.5), ('regressor reg_lambda', 3))",0.13635643323262533,0.012169599533081055,0.8332390771956235,-2320.3891077913454,-1769.547674426837,-0.25572823549295576,-0.004400371234680783,-0.1863538411866176,0.8439250646914291
"(('regressor num_leaves', 2), ('regressor reg_alpha', 0.1), ('regressor reg_lambda', 3))",0.14952635765075684,0.010332584381103516,0.8332394831066652,-2320.385966371495,-1769.5454518225126,-0.2557284523073522,-0.004400419338525678,-0.18635360077818452,0.8439251843765744
"(('regressor num_leaves', 2), ('regressor reg_alpha', 0), ('regressor reg_lambda', 3))",0.1295160452524821,0.011004924774169922,0.8332395844760199,-2320.3851817046257,-1769.5448963972847,-0.2557285066169119,-0.004400431580852859,-0.18635354069805743,0.8439252141659419
"(('regressor num_leaves', 2), ('regressor reg_alpha', 3), ('regressor reg_lambda', 2))",0.12251520156860352,0.011336962381998697,0.8340256364093067,-2315.279533244198,-1776.1244103977454,-0.2582062609995334,-0.0038992454954584256,-0.1870869550803719,0.8442196533299043
"(('regressor num_leaves', 2), ('regressor reg_alpha', 2), ('regressor reg_lambda', 2))",0.1413572629292806,0.011333306630452475,0.8340265687092622,-2315.2723042237244,-1776.1201648769184,-0.2582069433650546,-0.003899369462088978,-0.18708649463706276,0.8442199289844871
"(('regressor num_leaves', 2), ('regressor reg_alpha', 1), ('regressor reg_lambda', 2))",0.1626887321472168,0.023506323496500652,0.8340294464655913,-2315.2500737046284,-1776.1085968656625,-0.2582044050336439,-0.0038999920524400065,-0.18708523735161386,0.8442265661438842
"(('regressor num_leaves', 2), ('regressor reg_alpha', 0.5), ('regressor reg_lambda', 2))",0.1431894302368164,0.01033480962117513,0.8340299124795933,-2315.246460196773,-1776.1064735585985,-0.2582047459936614,-0.003900053971964783,-0.18708500707116502,0.8442267038981401
"(('regressor num_leaves', 2), ('regressor reg_alpha', 0.1), ('regressor reg_lambda', 2))",0.12668593724568686,0.01266781489054362,0.8340302852042506,-2315.2435700520414,-1776.1047761876368,-0.2582050191022491,-0.0039001037369894667,-0.18708482298997198,0.8442268140583176
"(('regressor num_leaves', 2), ('regressor reg_alpha', 0), ('regressor reg_lambda', 2))",0.15968918800354004,0.017836252848307293,0.8340303784821307,-2315.242846596564,-1776.1043513361699,-0.2582050872750944,-0.003900116000909107,-0.18708477690890257,0.8442268417045541
"(('regressor num_leaves', 2), ('regressor reg_alpha', 10), ('regressor reg_lambda', 2))",0.15585788091023764,0.011333386103312174,0.8340970751651371,-2314.8917395774365,-1773.5559208888556,-0.25795431750925496,-0.003913558318921772,-0.18683162797848643,0.8442340589540821
"(('regressor num_leaves', 2), ('regressor reg_alpha', 5), ('regressor reg_lambda', 2))",0.14002553621927896,0.011836767196655273,0.8341019271986871,-2314.8545197773306,-1773.5336536343473,-0.2579576594895698,-0.0039141938707080185,-0.1868292222939277,0.8442355705898889
"(('regressor num_leaves', 2), ('regressor reg_alpha', 4), ('regressor reg_lambda', 2))",0.13102094332377115,0.013003190358479818,0.8341028972577322,-2314.847077913963,-1773.5291994099728,-0.2579583276384744,-0.00391432108392185,-0.18682874106662958,0.8442358728176687
"(('regressor num_leaves', 2), ('regressor reg_alpha', 10), ('regressor reg_lambda', 0))",0.1450196107228597,0.014334996541341146,0.8349866497981168,-2310.126535581901,-1760.3022892360539,-0.2568270388818193,-0.003912651979266364,-0.18550637345047635,0.8448407321501596
"(('regressor num_leaves', 2), ('regressor reg_alpha', 5), ('regressor reg_lambda', 0))",0.15819152196248373,0.011004209518432617,0.8349906972759359,-2310.094443213033,-1760.2853823965486,-0.25683158186151933,-0.003913336073527902,-0.18550455669622848,0.8448418841444864
"(('regressor num_leaves', 2), ('regressor reg_alpha', 4), ('regressor reg_lambda', 0))",0.14268914858500162,0.01033322016398112,0.8349915066438379,-2310.0880257174454,-1760.2820003183551,-0.25683249035981953,-0.003913473024415132,-0.18550419327292286,0.8448421146657988
"(('regressor num_leaves', 2), ('regressor reg_alpha', 3), ('regressor reg_lambda', 0))",0.13118370374043783,0.015504042307535807,0.8349923155446234,-2310.08161113282,-1760.2786185771927,-0.25683339888948936,-0.003913609661014884,-0.18550382987863426,0.8448423449091722
"(('regressor num_leaves', 2), ('regressor reg_alpha', 2), ('regressor reg_lambda', 0))",0.1516881783803304,0.010503848393758139,0.8349931244913601,-2310.075196340718,-1760.275237205633,-0.25683430749737535,-0.003913746426200078,-0.1855034665292721,0.8448425752020411
"(('regressor num_leaves', 2), ('regressor reg_alpha', 1), ('regressor reg_lambda', 0))",0.16819636027018228,0.012333234151204428,0.8349939332307418,-2310.0687829575504,-1760.2718557269893,-0.2568352161277156,-0.003913883414075946,-0.1855031031676132,0.8448428054849068
"(('regressor num_leaves', 2), ('regressor reg_alpha', 0.5), ('regressor reg_lambda', 0))",0.11818178494771321,0.012332757314046225,0.8349943375550938,-2310.065576693716,-1760.2701646979433,-0.25683567036962107,-0.003913951825210436,-0.18550292145521385,0.8448429206404334
"(('regressor num_leaves', 2), ('regressor reg_alpha', 0.1), ('regressor reg_lambda', 0))",0.1370220184326172,0.014667590459187826,0.8349946611381229,-2310.0630108343757,-1760.2688111420612,-0.2568360336375779,-0.003914006471093132,-0.1855027760089576,0.844843012865706
"(('regressor num_leaves', 2), ('regressor reg_alpha', 0), ('regressor reg_lambda', 0))",0.0765074888865153,0.009839773178100586,0.8349947420653465,-2310.062369013513,-1760.2684730120761,-0.25683612446862725,-0.003914020173622059,-0.1855027396735278,0.8448430359448164
"(('regressor num_leaves', 2), ('regressor reg_alpha', 10), ('regressor reg_lambda', 1))",0.15002202987670898,0.015172640482584635,0.8354390862207741,-2307.787490428814,-1758.1731205014064,-0.25624201399994995,-0.003512571287400431,-0.1853009484696159,0.8454232305949367
"(('regressor num_leaves', 2), ('regressor reg_alpha', 5), ('regressor reg_lambda', 1))",0.1260232130686442,0.012666940689086914,0.8354435130856867,-2307.7531341241806,-1758.1509946040685,-0.25624538355431387,-0.0035132453527797667,-0.18529855990041946,0.8454245600235913
"(('regressor num_leaves', 2), ('regressor reg_alpha', 4), ('regressor reg_lambda', 1))",0.13152511914571127,0.014999628067016602,0.8354443980828705,-2307.7462653980238,-1758.1465687821976,-0.2562460574800972,-0.003513380408143992,-0.18529808212204313,0.8454248259468247
"(('regressor num_leaves', 2), ('regressor reg_alpha', 3), ('regressor reg_lambda', 1))",0.14719486236572266,0.010999679565429688,0.8354452829203248,-2307.739397707443,-1758.1421433241403,-0.25624673123128233,-0.0035135151916435344,-0.1852976043754876,0.8454250916752352
"(('regressor num_leaves', 2), ('regressor reg_alpha', 2), ('regressor reg_lambda', 1))",0.13968777656555176,0.011502663294474283,0.8354461678167505,-2307.732529682282,-1758.137717195874,-0.25624740507683336,-0.0035136500752069393,-0.18529712656383976,0.8454253576476648
"(('regressor num_leaves', 2), ('regressor reg_alpha', 1), ('regressor reg_lambda', 1))",0.15919208526611328,0.011333386103312174,0.8354470524863743,-2307.725663165885,-1758.1332918792516,-0.2562480789201427,-0.003513784915134519,-0.18529664883508326,0.8454256234574711
"(('regressor num_leaves', 2), ('regressor reg_alpha', 0.5), ('regressor reg_lambda', 1))",0.1395270824432373,0.010666608810424805,0.8354474947318984,-2307.722230592011,-1758.131079273482,-0.2562484159058756,-0.003513852312092128,-0.18529640997510385,0.8454257563277036
"(('regressor num_leaves', 2), ('regressor reg_alpha', 0.1), ('regressor reg_lambda', 1))",0.1141816775004069,0.01266630490620931,0.8354478482922901,-2307.7194862236847,-1758.1293110961276,-0.25624868580690613,-0.003513906379154285,-0.18529621909502902,0.8454258624423606
"(('regressor num_leaves', 2), ('regressor reg_alpha', 0), ('regressor reg_lambda', 1))",0.12252068519592285,0.013503154118855795,0.8354479369522019,-2307.7187981637053,-1758.1288670272818,-0.2562487529633875,-0.0035139197248874577,-0.18529617115870337,0.845425889198066
"(('regressor num_leaves', 2), ('regressor reg_alpha', 10), ('regressor reg_lambda', 0.5))",0.13802194595336914,0.013502995173136393,0.835596073549327,-2305.0165790984306,-1756.6543489963835,-0.2557469441852677,-0.0038198039121631485,-0.1851067521481654,0.8453617017457091
"(('regressor num_leaves', 2), ('regressor reg_alpha', 5), ('regressor reg_lambda', 0.5))",0.15402491887410483,0.012837648391723633,0.8356003688645943,-2304.9830875580606,-1756.6319193962743,-0.25575022001677516,-0.0038204765544521415,-0.18510433030554854,0.8453630551983643
"(('regressor num_leaves', 2), ('regressor reg_alpha', 4), ('regressor reg_lambda', 0.5))",0.13468734423319498,0.010669390360514322,0.8356012278004621,-2304.976390392506,-1756.627432805071,-0.25575087526387136,-0.0038206112244766857,-0.18510384587441361,0.8453633260206231
"(('regressor num_leaves', 2), ('regressor reg_alpha', 3), ('regressor reg_lambda', 0.5))",0.1473542849222819,0.010836283365885416,0.8356020861074018,-2304.969697201063,-1756.6229471629379,-0.25575153016455393,-0.003820745606001925,-0.1851033615319341,0.8453635965181103
"(('regressor num_leaves', 2), ('regressor reg_alpha', 2), ('regressor reg_lambda', 0.5))",0.12952613830566406,0.014000256856282553,0.8356029448226655,-2304.963001163264,-1756.618460342278,-0.25575218541776557,-0.00382088023671383,-0.1851028770658378,0.8453638672582064
"(('regressor num_leaves', 2), ('regressor reg_alpha', 1), ('regressor reg_lambda', 0.5))",0.19870122273763022,0.012001752853393555,0.8356038030721779,-2304.9563082365835,-1756.6139742877433,-0.2557528404671961,-0.0038210148402341355,-0.1851023926846287,0.8453641378414688
"(('regressor num_leaves', 2), ('regressor reg_alpha', 0.5), ('regressor reg_lambda', 0.5))",0.12418365478515625,0.010503530502319336,0.8356042321308047,-2304.9529625695354,-1756.611732042092,-0.25575316813176224,-0.003821082161552466,-0.18510215057938698,0.8453642730095522
"(('regressor num_leaves', 2), ('regressor reg_alpha', 0.1), ('regressor reg_lambda', 0.5))",0.1410218874613444,0.01717034975687663,0.8356045754027074,-2304.9502857189505,-1756.6099371226385,-0.2557534301061146,-0.003821135858549795,-0.18510195677374877,0.8453643812631658
"(('regressor num_leaves', 2), ('regressor reg_alpha', 0), ('regressor reg_lambda', 0.5))",0.14302428563435873,0.011667410532633463,0.8356046613712559,-2304.949615452675,-1756.6094877534063,-0.25575349563104505,-0.0038211494269351034,-0.1851019082551417,0.8453644084615185
"(('regressor num_leaves', 2), ('regressor reg_alpha', 10), ('regressor reg_lambda', 0.1))",0.13602066040039062,0.013169288635253906,0.8356884813611835,-2305.2336554990484,-1758.5187978699396,-0.2568200156206446,-0.00359847077898376,-0.1853121473217645,0.8456713856468204
"(('regressor num_leaves', 2), ('regressor reg_alpha', 5), ('regressor reg_lambda', 0.1))",0.1346900463104248,0.01317135492960612,0.835692664999208,-2305.200809591883,-1758.5017310420953,-0.2568247389736067,-0.0035991599268352854,-0.1853103098332539,0.8456726832086541
"(('regressor num_leaves', 2), ('regressor reg_alpha', 4), ('regressor reg_lambda', 0.1))",0.14686369895935059,0.00999887784322103,0.8356935013062751,-2305.1942432791657,-1758.498318297068,-0.2568256836939428,-0.003599297662328934,-0.18530994240249762,0.8456729425887143
"(('regressor num_leaves', 2), ('regressor reg_alpha', 3), ('regressor reg_lambda', 0.1))",0.14252535502115884,0.011001348495483398,0.8356943374779183,-2305.1876777058505,-1758.4949048182568,-0.25682662837391135,-0.003599435381771579,-0.18530957488970037,0.8456732019737799
"(('regressor num_leaves', 2), ('regressor reg_alpha', 2), ('regressor reg_lambda', 0.1))",0.14351685841878256,0.011170387268066406,0.8356951735207642,-2305.181113168385,-1758.4914918346337,-0.2568275731369857,-0.0035995733539037865,-0.18530920743189463,0.8456734613470679
"(('regressor num_leaves', 2), ('regressor reg_alpha', 1), ('regressor reg_lambda', 0.1))",0.15152637163798013,0.012000083923339844,0.8356960094363358,-2305.174549473546,-1758.4880791624603,-0.2568285179393585,-0.003599711050302727,-0.18530884000727085,0.8456737206893665
"(('regressor num_leaves', 2), ('regressor reg_alpha', 0.5), ('regressor reg_lambda', 0.1))",0.12051606178283691,0.015335480372111002,0.8356964274060802,-2305.1712674416945,-1758.486371839099,-0.25682899012266697,-0.003599779965412133,-0.1853086561880415,0.8456738504381498
"(('regressor num_leaves', 2), ('regressor reg_alpha', 0.1), ('regressor reg_lambda', 0.1))",0.1278501351674398,0.011000394821166992,0.8356967616793943,-2305.1686427156765,-1758.4850064704494,-0.2568293680007355,-0.003599835131999889,-0.18530850918961117,0.8456739541228924
"(('regressor num_leaves', 2), ('regressor reg_alpha', 0), ('regressor reg_lambda', 0.1))",0.10185035069783528,0.012667417526245117,0.8356968451967445,-2305.1679866047493,-1758.4846655246681,-0.2568294625059297,-0.0035998488408821006,-0.1853084724747034,0.8456739799743729
"(('regressor num_leaves', 256), ('regressor reg_alpha', 10), ('regressor reg_lambda', 0.5))",0.35739676157633465,0.01083683967590332,0.8428587736755085,-2230.9784017671172,-1604.5761345131225,-0.19129467446537532,0.014560092506737052,-0.1687665677293234,0.8594186458313323
"(('regressor num_leaves', 8), ('regressor reg_alpha', 10), ('regressor reg_lambda', 0.5))",0.46509067217508954,0.01216872533162435,0.8428587736755085,-2230.9784017671172,-1604.5761345131225,-0.19129467446537532,0.014560092506737052,-0.1687665677293234,0.8594186458313323
"(('regressor num_leaves', 16), ('regressor reg_alpha', 10), ('regressor reg_lambda', 0.5))",0.3467245101928711,0.01117094357808431,0.8428587736755085,-2230.9784017671172,-1604.5761345131225,-0.19129467446537532,0.014560092506737052,-0.1687665677293234,0.8594186458313323
"(('regressor num_leaves', 4), ('regressor reg_alpha', 10), ('regressor reg_lambda', 0.5))",0.25104546546936035,0.011333624521891275,0.8428587736755085,-2230.9784017671172,-1604.5761345131225,-0.19129467446537532,0.014560092506737052,-0.1687665677293234,0.8594186458313323
"(('regressor num_leaves', 128), ('regressor reg_alpha', 10), ('regressor reg_lambda', 0.5))",0.3625638484954834,0.011666456858317057,0.8428587736755085,-2230.9784017671172,-1604.5761345131225,-0.19129467446537532,0.014560092506737052,-0.1687665677293234,0.8594186458313323
"(('regressor num_leaves', 512), ('regressor reg_alpha', 10), ('regressor reg_lambda', 0.5))",0.33855533599853516,0.011334657669067383,0.8428587736755085,-2230.9784017671172,-1604.5761345131225,-0.19129467446537532,0.014560092506737052,-0.1687665677293234,0.8594186458313323
"(('regressor num_leaves', 32), ('regressor reg_alpha', 10), ('regressor reg_lambda', 0.5))",0.364565372467041,0.01033488909403483,0.8428587736755085,-2230.9784017671172,-1604.5761345131225,-0.19129467446537532,0.014560092506737052,-0.1687665677293234,0.8594186458313323
"(('regressor num_leaves', 64), ('regressor reg_alpha', 10), ('regressor reg_lambda', 0.5))",0.334889014561971,0.016008297602335613,0.8428587736755085,-2230.9784017671172,-1604.5761345131225,-0.19129467446537532,0.014560092506737052,-0.1687665677293234,0.8594186458313323
"(('regressor num_leaves', 8), ('regressor reg_alpha', 5), ('regressor reg_lambda', 1))",0.36756443977355957,0.01117253303527832,0.8431500341741381,-2225.411996443403,-1601.8530989696053,-0.19164723939882464,0.016351721752768802,-0.16843854897989316,0.8598375172973797
"(('regressor num_leaves', 16), ('regressor reg_alpha', 5), ('regressor reg_lambda', 1))",0.3028852144877116,0.012333393096923828,0.8431500341741381,-2225.411996443403,-1601.8530989696053,-0.19164723939882464,0.016351721752768802,-0.16843854897989316,0.8598375172973797
"(('regressor num_leaves', 128), ('regressor reg_alpha', 5), ('regressor reg_lambda', 1))",0.32355260848999023,0.010332902272542318,0.8431500341741381,-2225.411996443403,-1601.8530989696053,-0.19164723939882464,0.016351721752768802,-0.16843854897989316,0.8598375172973797
"(('regressor num_leaves', 4), ('regressor reg_alpha', 5), ('regressor reg_lambda', 1))",0.2185375690460205,0.010666688283284506,0.8431500341741381,-2225.411996443403,-1601.8530989696053,-0.19164723939882464,0.016351721752768802,-0.16843854897989316,0.8598375172973797
"(('regressor num_leaves', 32), ('regressor reg_alpha', 5), ('regressor reg_lambda', 1))",0.3195541699727376,0.01050424575805664,0.8431500341741381,-2225.411996443403,-1601.8530989696053,-0.19164723939882464,0.016351721752768802,-0.16843854897989316,0.8598375172973797
"(('regressor num_leaves', 512), ('regressor reg_alpha', 5), ('regressor reg_lambda', 1))",0.34956638018290204,0.01066899299621582,0.8431500341741381,-2225.411996443403,-1601.8530989696053,-0.19164723939882464,0.016351721752768802,-0.16843854897989316,0.8598375172973797
"(('regressor num_leaves', 256), ('regressor reg_alpha', 5), ('regressor reg_lambda', 1))",0.3595627148946126,0.010999759038289389,0.8431500341741381,-2225.411996443403,-1601.8530989696053,-0.19164723939882464,0.016351721752768802,-0.16843854897989316,0.8598375172973797
"(('regressor num_leaves', 64), ('regressor reg_alpha', 5), ('regressor reg_lambda', 1))",0.3285527229309082,0.01150353749593099,0.8431500341741381,-2225.411996443403,-1601.8530989696053,-0.19164723939882464,0.016351721752768802,-0.16843854897989316,0.8598375172973797
"(('regressor num_leaves', 64), ('regressor reg_alpha', 10), ('regressor reg_lambda', 1))",0.3470621109008789,0.010999361673990885,0.8431515756054209,-2225.4069139783396,-1601.8435760381087,-0.19164875477583734,0.01635177549574866,-0.16843758402133632,0.8598394122740894
"(('regressor num_leaves', 256), ('regressor reg_alpha', 10), ('regressor reg_lambda', 1))",0.37890084584554035,0.011503140131632486,0.8431515756054209,-2225.4069139783396,-1601.8435760381087,-0.19164875477583734,0.01635177549574866,-0.16843758402133632,0.8598394122740894
"(('regressor num_leaves', 8), ('regressor reg_alpha', 10), ('regressor reg_lambda', 1))",0.3735643227895101,0.012334823608398438,0.8431515756054209,-2225.4069139783396,-1601.8435760381087,-0.19164875477583734,0.01635177549574866,-0.16843758402133632,0.8598394122740894
"(('regressor num_leaves', 128), ('regressor reg_alpha', 10), ('regressor reg_lambda', 1))",0.3467232386271159,0.01099999745686849,0.8431515756054209,-2225.4069139783396,-1601.8435760381087,-0.19164875477583734,0.01635177549574866,-0.16843758402133632,0.8598394122740894
"(('regressor num_leaves', 4), ('regressor reg_alpha', 10), ('regressor reg_lambda', 1))",0.27954840660095215,0.011334896087646484,0.8431515756054209,-2225.4069139783396,-1601.8435760381087,-0.19164875477583734,0.01635177549574866,-0.16843758402133632,0.8598394122740894
"(('regressor num_leaves', 512), ('regressor reg_alpha', 10), ('regressor reg_lambda', 1))",0.3385634422302246,0.01100015640258789,0.8431515756054209,-2225.4069139783396,-1601.8435760381087,-0.19164875477583734,0.01635177549574866,-0.16843758402133632,0.8598394122740894
"(('regressor num_leaves', 32), ('regressor reg_alpha', 10), ('regressor reg_lambda', 1))",0.33556310335795086,0.010999202728271484,0.8431515756054209,-2225.4069139783396,-1601.8435760381087,-0.19164875477583734,0.01635177549574866,-0.16843758402133632,0.8598394122740894
"(('regressor num_leaves', 16), ('regressor reg_alpha', 10), ('regressor reg_lambda', 1))",0.3759001890818278,0.01166685422261556,0.8431515756054209,-2225.4069139783396,-1601.8435760381087,-0.19164875477583734,0.01635177549574866,-0.16843758402133632,0.8598394122740894
